ID,name,gender,race,age,city,state,zip_code,hh_income,children,brand_run,last_purchase,frequency,own_home,preferred_channel,preferred_device,purchase_amount,coupon_shopper,discount_shopper,returns,health_code,preferred_brand
e823a17365c74cd194cf7b16dff18800,Diedre Balding  ,F,0,47,Sterling, VA,20164,63201,1,3,9,4,1,0,2,4926,0,1,0,4,2
35efe0cc4c4b4c7a884b2fd9fe8e21b1,Luz Haber  ,F,0,32,Boston, MA,02127,69048,0,4,16,5,1,0,2,4977,0,1,0,0,2
4e83ac8224604141ac000876abdd16db,Evette Meehan  ,F,0,20,Caldwell, NJ,07006,60900,0,4,3,2,0,1,1,2721,0,1,0,0,2
1e8c6f6dd779431ebb11aef53481fdfc,Becki Hoglund  ,F,0,34,Shakopee, MN,55379,42229,1,3,6,9,0,0,2,7260,0,1,0,0,2
5fcdbba65f9a45129752a2b3cfac49c8,Suzan Elgin  ,F,0,33,Essex, MD,21221,63281,1,0,2,4,1,0,1,7990,0,1,0,0,2
e40a1248cc6d415e86fbcd27226276da,Darleen Gast  ,F,0,23,New Lenox, IL,60451,46571,1,2,13,1,0,1,1,3488,0,1,0,0,2
7207fb2f664f4539bcbbab30083a42c1,Margie Chiou  ,F,0,44,Essex, MD,21221,63281,0,0,8,9,1,0,2,4299,0,1,0,0,2
eb6b64d7c8ef44158103e6b2aa882c59,Alycia Beaty  ,F,0,38,Oviedo, FL,32765,56886,1,0,6,5,0,0,3,5848,0,1,0,0,2
4e2e18c70db74de6a45c68e3d6b93630,Davida Kibby  ,F,0,36,Lake Mary, FL,32746,56997,1,2,8,9,1,0,3,3919,0,1,0,0,2
98080e2711bf4455810706333439148e,Dorethea Gajewski  ,F,0,26,Hackensack, NJ,07601,58455,1,0,4,0,0,1,2,4221,0,1,0,0,2
5cf0b127c1cc4da7b2eaa126f2b94c84,Nana Gabriel  ,F,0,45,Greenville, NC,27834,32626,0,1,20,2,0,0,1,7944,0,1,0,0,2
eec5af6213b64528a474ea88519caeee,Roseline Porterfield  ,F,0,33,Neptune, NJ,07753,54029,1,0,12,5,0,0,1,5130,0,1,0,0,2
77885df962d6449b8eafc05e0f088798,Sandra Weisner  ,F,0,46,Kearny, NJ,07032,59352,0,0,19,3,1,0,1,4556,0,1,0,4,2
f7682bdc180348e3b866cd27eab83be7,Lavenia Mcmahan  ,F,0,22,New Port Richey, FL,34653,53947,1,2,10,4,0,1,1,5196,0,1,0,0,2
10ad584d29b143ab81cd7dc5bb08ffb9,Gladys Haefner  ,F,0,44,Fargo, ND,58102,46571,0,1,6,9,0,0,3,7102,0,1,0,0,2
2044f706c4644b26a0ca40abbb5accdd,Shery Richins  ,F,0,68,Derby, KS,67037,40328,0,0,52,4,1,0,0,3856,1,1,1,4,2
5ec69236c0ac4a9086f8ed736a6c6518,Dena Pettit  ,F,0,39,Barberton, OH,44203,47838,1,1,16,8,0,0,2,3144,0,1,0,0,2
6f8b03ad7c4145c9be2e65004b2a1026,Keira Critelli  ,F,0,32,Englewood, NJ,07631,71755,0,0,2,8,0,0,2,1840,0,1,0,0,2
e9177262ec8f465fb15fd99d68f44fca,Soon Taillon  ,F,0,34,Barrington, IL,60010,31082,0,3,20,0,0,0,3,2226,0,1,0,0,2
5c427fc9f430412bb8c0d499fbde1520,Violeta Vercher  ,F,0,48,Rossville, GA,30741,35421,1,3,7,8,1,0,3,2446,0,1,0,4,2
8f4d6fcd4cc942918199ab29cd30e362,Mahalia Mcnellis  ,F,0,30,Grand Haven, MI,49417,63364,0,3,14,5,1,0,1,6217,0,1,0,0,2
91ecb7efa9ab4d1aac8328050000a942,Martha Longworth  ,F,0,51,New Port Richey, FL,34653,53947,1,2,2,7,1,0,1,5404,1,1,0,4,2
8b01d8d817c74f0cb3c313ec35982fda,Nola Pio  ,F,0,62,Milledgeville, GA,31061,55116,1,0,41,7,1,0,0,1081,1,1,1,4,2
e036fc5d4c3e4cb0953ff225ef4d0087,Lucilla Howie  ,F,0,28,Fleming Island, FL,32003,79089,0,1,17,2,0,1,1,5728,0,1,0,0,2
e534dc2da3b5422f90e3138fee2243dc,Sharyl Mcilvaine  ,F,0,50,Carrollton, GA,30117,69108,1,0,1,2,1,0,1,6402,0,1,0,4,2
ff0f1cfaa4514fc59308ecafb0f4ce5c,Vivan Glassman  ,F,0,37,West Chicago, IL,60185,46571,0,2,11,0,0,0,3,7564,0,1,0,0,2
7b51046122994cd0948171b3ba1b7cb2,Valrie Kesner  ,F,0,79,Endicott, NY,13760,56288,0,3,25,0,1,0,0,939,1,1,1,4,2
c3816448200f4813bdaff5e4fdde0fbe,Jackqueline Edelstein  ,F,0,35,Newnan, GA,30263,32626,0,3,19,7,0,0,1,4953,0,1,0,0,2
f4db6c55c0114022ad71a33bcfab4d2c,Lauralee Lashley  ,F,0,30,Mount Holly, NJ,08060,56997,1,0,17,8,0,0,3,3117,0,1,0,0,2
f25c306ac5d0448ea88e1addd642546b,Kelsi Jenny  ,F,0,30,Hackensack, NJ,07601,58455,0,0,3,1,1,0,2,2833,0,1,0,0,2
845bb18ad62546609ba81b1224f11a4a,Gabriele Torrens  ,F,0,45,Minneapolis, MN,55406,56886,1,0,15,8,1,0,2,4584,0,1,0,0,2
dab2bc454ba24528877f937a6ea8fe4c,Treasa Edgley  ,F,0,35,Natchez, MS,39120,32626,0,4,11,8,0,0,2,1539,0,1,0,0,2
08fa584942f24766ba19d64ce3037c03,Kristyn Bergman  ,F,0,39,Evanston, IL,60201,31082,0,1,9,5,0,0,3,7513,0,1,0,0,2
9313dd48381d480b9b55206a87e72156,Griselda Roos  ,F,0,36,Marquette, MI,49855,79147,0,4,1,8,1,0,3,3024,0,1,0,0,2
6109a18659af43a4b6f4bec6a1eb2c01,Larhonda Sauve  ,F,0,59,Beloit, WI,53511,53137,1,4,7,9,1,0,0,4648,1,1,0,4,2
4e12bbdd43ca4179a008fce6d8a2d14e,Gloria Muth  ,F,0,66,Queensbury, NY,12804,41901,1,4,40,8,1,0,0,2839,1,1,1,4,2
7fdd83ac139b4d21b180cfa87039b288,Hazel Vandyke  ,F,0,45,Beaver Falls, PA,15010,60045,0,4,16,2,1,0,1,6255,0,1,0,0,2
5a46571687354cbaaeef6f44312ae8e7,Tran Sequeira  ,F,0,30,Northville, MI,48167,73040,1,3,2,0,0,0,3,5188,0,1,0,0,2
26b31bbca8164d4cadb430c6602cac74,Calista Hitch  ,F,0,36,Westport, CT,06880,103338,1,3,3,3,0,0,2,9493,0,0,0,0,2
941eff17ccba4fe4a1a650823ed48a1f,Danika Hessel  ,F,0,49,Clover, SC,29710,59089,0,0,11,1,1,0,3,6866,0,1,0,4,2
c6c59ece068f415d97b87994746d0332,Dimple Livingston  ,F,0,47,Burnsville, MN,55337,32626,1,0,6,6,1,0,2,5167,0,1,0,4,2
64bd7e46da1c49d3aa2f6f98273f566f,Larae Mcivor  ,F,0,19,Summerville, SC,29483,45512,1,2,6,6,0,1,2,8404,0,1,0,0,2
2602ede618df4c7496ef4ca1e10b22ce,Christen Deloach  ,F,0,41,Pawtucket, RI,02860,61481,1,0,11,9,0,0,2,6774,0,1,0,0,2
b507405cfd0048daad776e2cad228498,Shayna Aikens  ,F,0,37,Silver Spring, MD,20901,47617,1,2,12,8,0,0,3,5651,0,1,0,0,2
0e8e23eb14d44114bd612dfa356f9c8c,Kymberly Switzer  ,F,0,58,Little Rock, AR,72209,28134,1,3,62,5,1,0,0,3992,1,1,0,5,2
dbfd61c11a8f41a2b8114adcf102bc6c,Athena Dobos  ,F,0,18,Lake Mary, FL,32746,56997,0,2,19,5,0,1,1,9106,0,1,0,0,2
8c7bad5705d04740be8f8b9750c05067,Angle Farris  ,F,0,58,Erie, PA,16506,39804,1,2,52,9,1,0,0,8337,1,1,0,4,2
f036358eba09420eb2bf4047fff4d0d1,Evelyne Junge  ,F,0,34,Shepherdsville, KY,40165,82675,1,4,10,6,0,0,2,4890,0,0,0,0,2
d1b5e12564944b5d9795d90f685255a6,Rosalva Inskeep  ,F,0,41,El Paso, TX,79930,62349,1,3,14,0,0,0,1,5292,0,1,0,0,2
d1780aed9c7940a7acba4030e44f3a5b,Melba Tibbits  ,F,0,41,Circle Pines, MN,55014,46571,1,2,9,6,0,0,1,8212,0,1,0,0,2
8eec956827b54edfa931e3ac6e097d26,Olive Felkins  ,F,0,61,Stow, OH,44224,35821,0,2,86,0,1,0,0,1142,1,1,1,4,2
51e606831f70417e82814eb114e34806,Sibyl Richarson  ,F,0,75,Sarasota, FL,34231,57784,0,3,51,8,1,0,0,2558,1,1,1,4,2
421b446bbc1c47d4a07104fe98b670a2,Shaunna Primus  ,F,0,30,Lawrenceville, GA,30043,62437,0,2,7,0,1,0,3,5899,0,1,0,0,2
390f0e07c8e64eaba2b91a4a578dc4ec,Marylin Luce  ,F,0,24,Lakeland, FL,33801,30265,0,0,19,5,0,1,2,5007,0,1,0,0,2
5b2fc54d0fc74b23abb0e31538067ea9,Cassy Cosgrove  ,F,0,21,Hyattsville, MD,20782,32626,1,4,11,1,0,1,1,3729,0,1,0,0,2
b57b1fbfa461483fb2fb38c0b98da828,Caprice Larocco  ,F,0,40,El Paso, TX,79930,62349,1,4,9,8,1,0,1,7127,0,1,0,0,2
840242f8ef8a43e8a8f66d1241763ced,Verda Minor  ,F,0,30,Mocksville, NC,27028,69108,1,1,5,9,0,0,1,2526,0,1,0,0,2
1d133c4ae3004bcaa71c6017be2046c9,Tona Josephs  ,F,0,31,Boca Raton, FL,33428,53490,1,3,13,0,1,0,1,4700,0,1,0,0,2
865991be7afa4ca19caa24d934999d68,Myra Figaro  ,F,0,44,Mountain View, CA,94043,116114,1,0,4,7,0,0,2,4942,0,0,0,0,2
98b70f93bbc349fbb967ff2767c6a597,Devona Mcqueeney  ,F,0,72,Capitol Heights, MD,20743,48141,1,2,1,1,1,0,0,2203,1,1,1,4,2
08d559843efe4d8b8d7c1e8af257d110,Chanelle Empey  ,F,0,58,Englewood, NJ,07631,64579,1,1,74,3,1,0,0,3732,1,1,0,4,2
aa5a17f56e8142ffaf646fd0e67aba53,Ayako Strum  ,F,0,49,Mount Juliet, TN,37122,48645,0,0,10,6,1,0,2,2529,0,1,0,4,2
239641c0bd1b4afda4dae897584b229e,Bethel Low  ,F,0,53,Jupiter, FL,33458,63364,0,0,7,0,1,0,1,2526,1,1,0,4,2
f21e0ac890c844f9a5e481b912b1f39d,Leonila Scribner  ,F,0,57,Batavia, OH,45103,37285,0,3,68,3,1,0,0,6177,1,1,0,4,2
65ddca1c56e548c9a1bef97bc4a28217,Ria Devlin  ,F,0,26,Raeford, NC,28376,53490,1,0,19,3,0,1,1,5128,0,1,0,0,2
63c449ee5d74419283e2fde780045cbf,Eden Bloomquist  ,F,0,33,Winter Springs, FL,32708,63281,0,3,12,1,1,0,2,3955,0,1,0,0,2
ba6cfdaec17b461e91c87e462179b39f,Sunni Birkland  ,F,0,32,Carrollton, GA,30117,69108,0,0,12,3,0,0,1,5811,0,1,0,0,2
f13cc07f4ed243beb0ff1e98c9e052fc,Starr Mirsky  ,F,0,53,Waldorf, MD,20601,53947,1,0,13,3,1,0,2,6340,1,1,0,4,2
6b7450f9b0ea42268eef3bcd0ab69af8,Amelia Wene  ,F,0,42,Ann Arbor, MI,48103,54878,1,0,2,9,0,0,2,8571,0,1,0,0,2
30e09b5fd7914058975f91a2204b0f7c,Luz Gravitt  ,F,0,48,Matthews, NC,28104,46571,1,4,9,7,1,0,1,7370,0,1,0,4,2
0b0c0c2b38294099abf0be07fcd1bff4,Krissy Fortner  ,F,0,58,Camas, WA,98607,32703,1,4,14,0,1,0,0,5344,1,1,0,4,2
ceb41f8911a740e28bb40c3b489ad5f8,Sandee Bevans  ,F,0,56,Blacksburg, VA,24060,30279,1,1,48,4,1,0,0,3781,1,1,0,4,2
48e35bb5540348809d464cafe6d79808,France Lafon  ,F,0,51,Owosso, MI,48867,87652,0,1,20,9,1,0,1,8556,1,0,0,4,2
fac80fb0ba864cd78869ad8c7fa51840,Kaitlyn Wing  ,F,0,60,Oakland Gardens, NY,11364,47520,0,3,36,8,1,0,0,3793,1,1,1,4,2
42a2c3e2be4d4b10b45cd219683c97c7,Terri Trantham  ,F,0,38,Little Rock, AR,72209,31260,0,1,10,3,0,0,1,5888,0,1,0,0,2
d00d5d1b764d44f4addee4928b8eed5d,Melany Cartagena  ,F,0,82,Lorton, VA,22079,50976,1,2,34,3,1,0,0,2049,1,1,1,4,2
10ac21b08cb5401abb9cd922008ab3f0,America Stotler  ,F,0,41,Eastlake, OH,44095,54004,1,2,19,9,1,0,2,2108,0,1,0,0,2
47c9e8bcd3e84f09a4e85177c2a392ea,Joline Wemple  ,F,0,37,Birmingham, AL,35209,50341,0,3,17,3,0,0,3,5302,0,1,0,0,2
171c8ad109d54e7089942e5c227aa7e1,Meghan Schilling  ,F,0,21,Fresh Meadows, NY,11365,51102,0,2,9,3,0,1,3,7373,0,1,0,0,2
093a18c43a504090bd590890e83036f4,Josette Bloomfield  ,F,0,36,Rockledge, FL,32955,61459,0,2,17,2,1,0,2,6072,0,1,0,0,2
0f5c9a41a2d7410baccc80f8bb4cce70,Kathlene Rhoten  ,F,0,43,Antioch, TN,37013,44751,1,0,10,6,0,0,3,6950,0,1,0,0,2
2094f17864b0434580d476dfd61576f2,Colleen Clay  ,F,0,67,San Pablo, CA,94806,105723,0,4,34,9,1,0,0,3421,1,0,1,4,2
e17423b570fc491c80681ac45d41557f,Lauralee Scheu  ,F,0,36,Oxon Hill, MD,20745,65875,1,3,16,0,1,0,3,4649,0,1,0,0,2
ab5ea2d259b34d97abf322b0527ef865,Joyce Stokely  ,F,0,27,Manchester Township, NJ,08759,62437,1,3,5,6,1,1,3,8254,0,1,0,0,2
1caa77d01d1d498ab354c4904bd5f200,Jessi Lepore  ,F,0,68,Enterprise, AL,36330,46452,0,3,11,0,1,0,0,1957,1,1,1,4,2
28c9223c25fc45709b968138c6cde1c4,Cira Wicklund  ,F,0,39,Oxon Hill, MD,20745,65875,1,0,2,0,1,0,2,4595,0,1,0,0,2
7b39bdf84d7f469bb16b8b95a4e4a481,Tena Dew  ,F,0,37,Allentown, PA,18102,58489,1,2,17,8,1,0,2,1230,0,1,0,0,2
ebeb3161663b41238cdb411d6b21e5b9,Lynetta Sonnier  ,F,0,32,Austin, MN,55912,42229,0,1,20,9,0,0,1,5903,0,1,0,0,2
1ccbc725b89443c499bb27881379eeca,Corrine Bratten  ,F,0,44,Caldwell, NJ,07006,60900,1,0,13,2,1,0,1,4980,0,1,0,0,2
c264c28d4b854704919335337be833a3,Migdalia Kardos  ,F,0,51,Newburgh, NY,12550,63844,0,4,1,2,1,0,1,7956,1,1,0,4,2
d88437b33e344549a847ff9a06d57517,Analisa Mines  ,F,0,60,Fargo, ND,58102,41913,0,2,61,1,1,0,0,4323,1,1,1,4,2
9c2bac6aba6b4d57ac4f05efce3ab7d4,Kati Oliphant  ,F,0,23,Nutley, NJ,07110,55895,1,4,2,3,0,1,3,2311,0,1,0,0,2
4047bb3add8f430ab37956020e9e9b26,Chrissy Botts  ,F,0,28,Kennewick, WA,99337,42478,0,0,19,1,0,1,3,6137,0,1,0,0,2
b0ff62b018474dda9b979dd477ad341f,Breann Talamantez  ,F,0,40,Nutley, NJ,07110,55895,1,4,11,4,1,0,1,4765,0,1,0,0,2
065e1fb778d5409b96c40a4282990467,Veda Worthen  ,F,0,34,Blackwood, NJ,08012,69048,0,3,20,4,0,0,2,3326,0,1,0,0,2
80de60dd753d4f1dac32d6f96d271748,Sheri Kimbell  ,F,0,37,Gurnee, IL,60031,91857,0,3,11,0,1,0,3,11187,0,0,0,0,2
62a0b7323d604e46b71f622fb9b0a8c8,Carman Germann  ,F,0,29,Astoria, NY,11102,65738,1,0,14,3,1,1,3,2778,0,1,0,0,2
44b359cbbd6e4c2bacf9d6888609222c,Gertie Seyal  ,F,0,33,Palatine, IL,60067,32626,1,3,7,1,0,0,3,4851,0,1,0,0,2
d89912a61c6d428088f1abac2b138341,Stefanie Mcandrew  ,F,0,32,Valrico, FL,33594,54477,1,2,3,9,1,0,1,4819,0,1,0,0,2
95da674ff43c476f95633f41a082efb0,Joye Bohan  ,F,0,22,Marquette, MI,49855,79147,0,3,20,1,0,1,3,3285,0,1,0,0,2
f2273dbf5f8c42b2b09b08260dff0bfe,Su Frates  ,F,0,35,Beloit, WI,53511,59042,1,3,3,1,1,0,1,7869,0,1,0,0,2
c9c21798e1bf409d816dd844391fea61,Alida Felipe  ,F,0,66,Highland Park, IL,60035,41913,1,2,35,2,1,0,0,1101,1,1,1,4,2
9a2117216b784019979f8d7900c9ea48,Blanch Ungar  ,F,0,31,Nazareth, PA,18064,36558,0,2,2,5,0,0,2,3354,0,1,0,0,2
490671771c4b450193561c1f2f4e0abf,Melissa Stancil  ,F,0,29,Allen Park, MI,48101,47617,1,1,9,8,0,1,2,4573,0,1,0,0,2
cd3927fc9fcc4bb28947d64d4ef91b1e,Daine Colonna  ,F,0,63,Fenton, MI,48430,52609,1,1,57,8,1,0,0,1545,1,1,1,4,2
ff4c99690c7740e0bea5880d4fef55b2,Malisa Buchanan  ,F,0,18,Winter Springs, FL,32708,63281,1,2,20,2,0,1,2,3994,0,1,0,0,2
452138c3cf5741fdb708056bb5bf0238,Adrienne Merkley  ,F,0,41,Joliet, IL,60435,32626,0,3,16,1,0,0,1,6068,0,1,0,0,2
e763e188892c46f589f53c1a990d92d9,Indira Thames  ,F,0,24,Summerville, SC,29483,45512,0,4,14,2,0,1,2,3468,0,1,0,0,2
63d65cd4513a4786bb64098ae32b438c,Tammara Vadnais  ,F,0,42,Lakeland, FL,33801,30265,1,3,8,7,0,0,2,7364,0,1,0,0,2
c7c19bd306f849c58b8ce429d1c4349f,Ila Earle  ,F,0,25,Aberdeen, SD,57401,63281,1,2,8,9,0,1,3,4663,0,1,0,0,2
f244aec2ee024e4fb5f15cceb5b831ca,Sarai Almanzar  ,F,0,42,Meriden, CT,06450,38331,0,3,12,7,0,0,2,3986,0,1,0,0,2
ed4895fe29f543428ca464d99d1c943f,Rhea Lawrie  ,F,0,30,Owings Mills, MD,21117,69108,1,3,10,1,0,0,1,4382,0,1,0,0,2
333b0ab9e2b34d31bb720693159045ff,Belinda Lewter  ,F,0,19,Mahwah, NJ,07430,89947,0,0,15,5,0,1,1,1524,0,0,0,0,2
9ae9755ac20c4b59ba67b24c62bfd518,Charlotte Overall  ,F,0,30,Howard Beach, NY,11414,53484,1,2,3,1,0,0,2,2315,0,1,0,0,2
5cf025804da14e92b5e934b985321e35,Mallory Gilman  ,F,0,38,Indian Trail, NC,28079,69108,1,1,17,7,0,0,2,3702,0,1,0,0,2
d0433bb2234949989d94c372af903775,Bernadette Olszewski  ,F,0,25,Loxahatchee, FL,33470,61241,1,0,14,3,0,1,1,3240,0,1,0,0,2
386ca640e0f34f078424471238cfc5b6,Malia Basinger  ,F,0,31,Linden, NJ,07036,73040,0,2,17,2,1,0,2,5756,0,1,0,0,2
be6587446dc74ced80e158566ebaf418,Reynalda Lotts  ,F,0,31,Elkhart, IN,46514,89947,1,1,18,3,1,0,3,8937,0,0,0,0,2
25789c1e9a814055a353b0a4dd0921ae,Palma Severance  ,F,0,70,Columbus, GA,31904,41913,1,2,0,9,1,0,0,2385,1,1,1,4,2
47f5069d059546d7bb0fdded07ebd04c,Tamiko Mill  ,F,0,85,Scotch Plains, NJ,07076,62143,1,0,74,5,1,0,0,4591,1,1,1,4,2
175af9b7cbbd4ad582ff53aaa6935259,Selina Coto  ,F,0,22,San Diego, CA,92111,62341,0,0,5,8,0,1,1,8595,0,1,0,0,2
ff2bb383e3954bc096c2599a36d53a58,Janet Olvera  ,F,0,30,Garden City, NY,11530,51455,1,2,8,4,1,0,2,5895,0,1,0,0,2
27afac4027e844e8be23d75d28fa6bb5,Natosha Eckman  ,F,0,42,Garden City, NY,11530,51455,0,1,17,8,0,0,3,6753,0,1,0,0,2
704c12222f804ada926ee445b791417f,Analisa Dobbs  ,F,0,41,Oklahoma City, OK,73112,39631,1,3,13,9,0,0,2,2468,0,1,0,0,2
ee40f41b49e649a59b4308b28063dd5e,Lonna Pease  ,F,0,28,Dacula, GA,30019,46571,1,1,7,0,0,1,3,1411,0,1,0,0,2
d9a3862c402746abb609b284951ac5f2,Vera Gardner  ,F,0,27,Lakeland, FL,33801,30265,0,2,6,2,0,1,1,4858,0,1,0,0,2
aa9aa84503454863a436265025211b1c,Penny Ammon  ,F,0,43,Marquette, MI,49855,79147,1,4,9,0,0,0,3,13894,0,1,0,0,2
a19272c188f44e649426ec48b8265076,Johnette Outen  ,F,0,57,San Antonio, TX,78213,38918,1,4,74,9,1,0,0,3008,1,1,0,4,2
975b4bc460e54b4b9abcfe1d93dab03e,Laveta Bollin  ,F,0,70,Des Plaines, IL,60016,31878,1,3,15,1,1,0,0,3462,1,1,1,4,2
286e8bc074d2404b80278872f0ca70c9,Cheri Mcghee  ,F,0,48,South El Monte, CA,91733,42519,0,3,20,5,1,0,1,5611,0,1,0,4,2
4cc0cb353bc7465f942a67498e005c17,Melida Vanbeek  ,F,0,37,Houston, TX,77016,48203,1,0,15,9,0,0,1,7290,0,1,0,0,2
0686b7b756f842aba2154549fcf325cf,Xiomara Stellhorn  ,F,0,66,Oviedo, FL,32765,51197,1,3,28,7,1,0,0,2546,1,1,1,4,2
2b0e370a155a41b3ae496ad9f5224c3b,Daniella Andres  ,F,0,50,Gulfport, MS,39503,31082,1,3,20,0,1,0,1,4243,0,1,0,4,2
b9b8ab4579bc4925ab4db507a0e394dc,Bettye Hartmann  ,F,0,22,Garden City, NY,11530,51455,0,4,8,3,0,1,1,4818,0,1,0,0,2
fb65fd3a0d1e49f0bf0371f4e82fc75c,Carin Blough  ,F,0,20,Highland, IN,46322,54033,1,1,6,7,0,1,1,892,0,1,0,0,2
c28c62c464834abe9d71574f2f7bcd87,Alexa Drewes  ,F,0,31,Lockport, NY,14094,62361,0,2,8,4,0,0,1,3954,0,1,0,0,2
35d149a10a974c198740fbee9c8a1e6a,Janelle Allred  ,F,0,69,Halethorpe, MD,21227,74407,1,3,6,8,1,0,0,2532,1,1,1,4,2
4eee51be911742ebaad19f06893b2f92,Loriann Small  ,F,0,30,West Babylon, NY,11704,66461,1,0,18,7,0,0,1,5206,0,1,0,0,2
8510bd1753b9439aa674cd3d1dca7d3b,Georgette Rinehart  ,F,0,52,Kennewick, WA,99337,42478,0,0,11,7,1,0,1,8042,1,1,0,4,2
5dcde812613a4d699b7aea6d099051ac,Genny Harsch  ,F,0,32,Garland, TX,75043,50444,1,1,17,5,1,0,2,5194,0,1,0,0,2
366cc518f4174bfcb3a9273709fd92d3,Louise Sokoloski  ,F,0,37,Harrisonburg, VA,22801,57005,1,2,16,5,1,0,3,8754,0,1,0,0,2
8389b1bff1d34746bd76d3b2b59479ae,Annamae Tardiff  ,F,0,44,Jamaica, NY,11432,56435,1,2,3,7,1,0,2,3584,0,1,0,0,2
878c7eea8ef348188e1b6f84d45f941b,Madeline Bender  ,F,0,34,Carrollton, GA,30117,69108,1,0,17,8,0,0,1,7666,0,1,0,0,2
c706cf446a3f4e40925bacfb093d0592,Inger Devino  ,F,0,41,Helotes, TX,78023,61393,0,1,17,8,1,0,2,1253,0,1,0,0,2
bc9c18566c844b1b847a69f3752b3169,Tobi Goodell  ,F,0,18,Barrington, IL,60010,31082,1,2,4,8,0,1,2,3817,0,1,0,0,2
e589de25d1fb49b797f434b9a5c455ff,Adriana Hildebrandt  ,F,0,28,Sanford, NC,27330,46571,0,0,2,2,0,1,1,1491,0,1,0,0,2
3afe59e1dec94f9bb8d4f582eaf785b1,Shantel Hua  ,F,0,64,Shirley, NY,11967,65736,1,4,7,0,1,0,0,3795,1,1,1,4,2
10df2028d1554468a0b9964f6fec01fd,Shonna Seamon  ,F,0,35,Kearny, NJ,07032,59352,0,4,15,6,1,0,2,6728,0,1,0,0,2
de8d1fb55b434e40a48139a3b32a2da8,Suzette Mcmunn  ,F,0,22,Carrollton, GA,30117,69108,0,2,8,8,0,1,3,5005,0,1,0,0,2
ac6edf43d2f244328cd8823653a9f8de,Sha Speece  ,F,0,25,Soddy Daisy, TN,37379,58086,0,1,18,8,0,1,2,9272,0,1,0,0,2
dd0645f969c04e8b86b2dd314b123b5a,Mee Walkes  ,F,0,33,Sioux Falls, SD,57103,34995,0,2,8,4,0,0,2,4731,0,1,0,0,2
aa1113279c8549b29369984698e4e6e4,Jenny Ugalde  ,F,0,53,Kearny, NJ,07032,59352,1,3,7,5,1,0,2,3793,1,1,0,4,2
4abc8b93cd1b4ea9a7b801104e1b6d93,Natasha Gillespi  ,F,0,46,Palmetto, FL,34221,65875,0,1,6,6,1,0,2,4917,0,1,0,4,2
ad30cc410e424690b55f21a092bb9a8d,Hang Lipson  ,F,0,48,Salisbury, MD,21801,35421,0,2,11,8,1,0,1,4932,0,1,0,4,2
5164eec0d22b4f828e0c410202dbe426,Gertrudis Haliburton  ,F,0,38,Anderson, SC,29621,59463,1,0,14,6,0,0,1,7388,0,1,0,0,2
9fe606fae17c4cd7921aca765eaa32c6,Shena Skiles  ,F,0,49,Cumming, GA,30040,31082,0,0,19,3,1,0,2,5644,0,1,0,4,2
c622c2abb42549a3be5c661a6ad5afbd,Phung Nyland  ,F,0,42,South El Monte, CA,91733,42519,0,2,18,2,0,0,2,4211,0,1,0,0,2
4d2f4d95023a49ad86a072eae763dd10,Shanell Kitchell  ,F,0,43,Fitchburg, MA,01420,54878,0,0,7,9,0,0,3,5726,0,1,0,0,2
7ec0d05e4ba2487d9fce1ed504a15fd8,Leesa Kernan  ,F,0,29,Rockledge, FL,32955,61459,1,3,19,5,0,1,2,6331,0,1,0,0,2
0b1206df178e41fe815ef5a6e87f236a,Clarine Hurrell  ,F,0,70,Enterprise, AL,36330,46452,1,1,84,7,1,0,0,771,1,1,1,4,2
e42f55e073dd4fde8ef06a3382ce959f,Britta Lightbody  ,F,0,74,Glasgow, KY,42141,50305,0,2,14,3,1,0,0,1635,1,1,1,4,2
a2942f37db464b3b8eb8432a09ab1d24,Krysta Corum  ,F,0,36,Hallandale, FL,33009,81263,0,4,19,4,1,0,3,9615,0,0,0,0,2
a7ab08349f334cbcad0aaebd21b032f4,Janeth Hallmark  ,F,0,40,Pottstown, PA,19464,57019,1,1,1,0,0,0,3,8397,0,1,0,0,2
5a5380263cf846db9fd2d54a08c5930d,Agustina Emmett  ,F,0,26,Hattiesburg, MS,39401,69108,1,2,9,4,0,1,1,4522,0,1,0,0,2
87e8ec69e0ec47f8b56bbce14ce1ea1d,Renate Linville  ,F,0,35,South Lyon, MI,48178,56997,1,3,8,8,1,0,1,3981,0,1,0,0,2
92fed2f923164c829b2a22302f60586b,Jenise Spahn  ,F,0,53,Scotch Plains, NJ,07076,69048,1,2,10,4,1,0,1,7043,1,1,0,4,2
5ee81a5f03364438a46cc24a811cc4d2,Ardelia Gibb  ,F,0,66,Roanoke, VA,24012,48882,0,1,17,3,1,0,0,3112,1,1,1,4,2
fdfb36723c444be28fe3a077f5a82586,Dalila Wetmore  ,F,0,27,South Lyon, MI,48178,56997,1,1,3,2,1,1,3,5643,0,1,0,0,2
40d6dc41b6b342ba96959fba22c169a5,Marylin Theis  ,F,0,24,Mechanicsville, VA,23111,36999,0,4,5,9,0,1,3,4394,0,1,0,0,2
be98185807594708b7c68ec706310fcd,Nydia Landau  ,F,0,28,Kent, OH,44240,40698,0,1,14,1,0,1,3,1797,0,1,0,0,2
7dab8cf0ec1a476d994d5e48a6f50439,Brittny Stickler  ,F,0,20,Roy, UT,84067,40173,1,0,12,4,0,1,3,8254,0,1,0,0,2
